Name,Owner_login,Accepted_PRs,URL
vhr,lenve,1,https://github.com/lenve/vhr
gitflow,nvie,36,https://github.com/nvie/gitflow
angular-cli,angular,8779,https://github.com/angular/angular-cli
django-rest-framework,encode,2870,https://github.com/encode/django-rest-framework
linkedin-skill-assessments-quizzes,Ebazhanov,4805,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes
rethinkdb,rethinkdb,452,https://github.com/rethinkdb/rethinkdb
mattermost,mattermost,14210,https://github.com/mattermost/mattermost
nushell,nushell,5059,https://github.com/nushell/nushell
etcher,balena-io,1697,https://github.com/balena-io/etcher
AgentGPT,reworkd,512,https://github.com/reworkd/AgentGPT
awesome-docker,veggiemonk,875,https://github.com/veggiemonk/awesome-docker
sharp,lovell,259,https://github.com/lovell/sharp
detectron2,facebookresearch,0,https://github.com/facebookresearch/detectron2
bark,suno-ai,19,https://github.com/suno-ai/bark
codemirror5,codemirror,585,https://github.com/codemirror/codemirror5
nginxconfig.io,digitalocean,171,https://github.com/digitalocean/nginxconfig.io
SpringAll,wuyouzhuguli,1,https://github.com/wuyouzhuguli/SpringAll
influxdb,influxdata,9577,https://github.com/influxdata/influxdb
css-protips,AllThingsSmitty,56,https://github.com/AllThingsSmitty/css-protips
30-Days-Of-Python,Asabeneh,42,https://github.com/Asabeneh/30-Days-Of-Python
mongoose,Automattic,2605,https://github.com/Automattic/mongoose
folly,facebook,5,https://github.com/facebook/folly
reverse-interview,viraptor,70,https://github.com/viraptor/reverse-interview
rocksdb,facebook,593,https://github.com/facebook/rocksdb
serenity,SerenityOS,15372,https://github.com/SerenityOS/serenity
ace,ajaxorg,1654,https://github.com/ajaxorg/ace
Detectron,facebookresearch,0,https://github.com/facebookresearch/Detectron
jq,jqlang,426,https://github.com/jqlang/jq
RSSHub,DIYgod,6830,https://github.com/DIYgod/RSSHub
immer,immerjs,349,https://github.com/immerjs/immer
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,243,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers
the-super-tiny-compiler,jamiebuilds,20,https://github.com/jamiebuilds/the-super-tiny-compiler
gitbook,GitbookIO,214,https://github.com/GitbookIO/gitbook
fetch,JakeChampion,164,https://github.com/JakeChampion/fetch
kafka,apache,7040,https://github.com/apache/kafka
fabric.js,fabricjs,1993,https://github.com/fabricjs/fabric.js
select2,select2,707,https://github.com/select2/select2
bevy,bevyengine,1240,https://github.com/bevyengine/bevy
pocketbase,pocketbase,44,https://github.com/pocketbase/pocketbase
request,request,650,https://github.com/request/request
butterknife,JakeWharton,346,https://github.com/JakeWharton/butterknife
tqdm,tqdm,275,https://github.com/tqdm/tqdm
awesome-compose,docker,147,https://github.com/docker/awesome-compose
C-Plus-Plus,TheAlgorithms,592,https://github.com/TheAlgorithms/C-Plus-Plus
nprogress,rstacruz,34,https://github.com/rstacruz/nprogress
data-science-ipython-notebooks,donnemartin,31,https://github.com/donnemartin/data-science-ipython-notebooks
Modernizr,Modernizr,801,https://github.com/Modernizr/Modernizr
os-tutorial,cfenollosa,11,https://github.com/cfenollosa/os-tutorial
handson-ml2,ageron,64,https://github.com/ageron/handson-ml2
nodemon,remy,301,https://github.com/remy/nodemon
remote-jobs,remoteintech,1106,https://github.com/remoteintech/remote-jobs
fastjson,alibaba,418,https://github.com/alibaba/fastjson
vagrant,hashicorp,2645,https://github.com/hashicorp/vagrant
mmdetection,open-mmlab,2298,https://github.com/open-mmlab/mmdetection
kit,go-kit,477,https://github.com/go-kit/kit
go-zero,zeromicro,1630,https://github.com/zeromicro/go-zero
MetaGPT,geekan,68,https://github.com/geekan/MetaGPT
chinese-independent-developer,1c7,165,https://github.com/1c7/chinese-independent-developer
react-virtualized,bvaughn,453,https://github.com/bvaughn/react-virtualized
pnpm,pnpm,1802,https://github.com/pnpm/pnpm
ShareX,ShareX,723,https://github.com/ShareX/ShareX
commander.js,tj,632,https://github.com/tj/commander.js
JavaScript30,wesbos,150,https://github.com/wesbos/JavaScript30
the_silver_searcher,ggreer,399,https://github.com/ggreer/the_silver_searcher
weekly,ascoders,131,https://github.com/ascoders/weekly
python-fire,google,70,https://github.com/google/python-fire
NewPipe,TeamNewPipe,1456,https://github.com/TeamNewPipe/NewPipe
xxl-job,xuxueli,98,https://github.com/xuxueli/xxl-job
zig,ziglang,6307,https://github.com/ziglang/zig
hacker-laws,dwmkerr,173,https://github.com/dwmkerr/hacker-laws
handson-ml,ageron,56,https://github.com/ageron/handson-ml
cmder,cmderdev,406,https://github.com/cmderdev/cmder
proxyee-down,proxyee-down-org,16,https://github.com/proxyee-down-org/proxyee-down
Clone-Wars,GorvGoyl,110,https://github.com/GorvGoyl/Clone-Wars
jsoncrack.com,AykutSarac,63,https://github.com/AykutSarac/jsoncrack.com
fastText,facebookresearch,12,https://github.com/facebookresearch/fastText
engineering-blogs,kilimchoi,680,https://github.com/kilimchoi/engineering-blogs
dokku,dokku,2988,https://github.com/dokku/dokku
zod,colinhacks,369,https://github.com/colinhacks/zod
YouCompleteMe,ycm-core,754,https://github.com/ycm-core/YouCompleteMe
toBeTopJavaer,hollischuang,52,https://github.com/hollischuang/toBeTopJavaer
helm,helm,3476,https://github.com/helm/helm
fonts,powerline,72,https://github.com/powerline/fonts
linux-command,jaywcjlove,283,https://github.com/jaywcjlove/linux-command
logseq,logseq,2624,https://github.com/logseq/logseq
nylas-mail,nylas,139,https://github.com/nylas/nylas-mail
alpine,alpinejs,547,https://github.com/alpinejs/alpine
modern-js-cheatsheet,mbeaudru,83,https://github.com/mbeaudru/modern-js-cheatsheet
docsify,docsifyjs,602,https://github.com/docsifyjs/docsify
applied-ml,eugeneyan,205,https://github.com/eugeneyan/applied-ml
xstate,statelyai,1462,https://github.com/statelyai/xstate
awesome-deep-learning-papers,terryum,39,https://github.com/terryum/awesome-deep-learning-papers
Ryujinx,Ryujinx,2594,https://github.com/Ryujinx/Ryujinx
ngx-admin,akveo,339,https://github.com/akveo/ngx-admin
YesPlayMusic,qier222,263,https://github.com/qier222/YesPlayMusic
SDWebImage,SDWebImage,884,https://github.com/SDWebImage/SDWebImage
Complete-Python-3-Bootcamp,Pierian-Data,12,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp
awesome-electron,sindresorhus,265,https://github.com/sindresorhus/awesome-electron
jellyfin,jellyfin,3446,https://github.com/jellyfin/jellyfin
darknet,pjreddie,10,https://github.com/pjreddie/darknet
lightning,Lightning-AI,7944,https://github.com/Lightning-AI/lightning
xgboost,dmlc,3779,https://github.com/dmlc/xgboost
CheatSheetSeries,OWASP,723,https://github.com/OWASP/CheatSheetSeries
remix,remix-run,2428,https://github.com/remix-run/remix
jax,google,7556,https://github.com/google/jax
rufus,pbatard,0,https://github.com/pbatard/rufus
helix,helix-editor,2719,https://github.com/helix-editor/helix
fastai,fastai,1656,https://github.com/fastai/fastai
EventBus,greenrobot,31,https://github.com/greenrobot/EventBus
Depix,spipm,14,https://github.com/spipm/Depix
nanoGPT,karpathy,39,https://github.com/karpathy/nanoGPT
numpy,numpy,10370,https://github.com/numpy/numpy
ink,vadimdemedes,194,https://github.com/vadimdemedes/ink
swagger-ui,swagger-api,2645,https://github.com/swagger-api/swagger-ui
lottie-ios,airbnb,628,https://github.com/airbnb/lottie-ios
SmartRefreshLayout,scwang90,12,https://github.com/scwang90/SmartRefreshLayout
daisyui,saadeghi,191,https://github.com/saadeghi/daisyui
k3s,k3s-io,2672,https://github.com/k3s-io/k3s
Python-programming-exercises,zhiwehu,0,https://github.com/zhiwehu/Python-programming-exercises
mongo,mongodb,124,https://github.com/mongodb/mongo
tools,rome,2821,https://github.com/rome/tools
iris,kataras,353,https://github.com/kataras/iris
tachiyomi,tachiyomiorg,1837,https://github.com/tachiyomiorg/tachiyomi
termux-app,termux,138,https://github.com/termux/termux-app
plyr,sampotts,382,https://github.com/sampotts/plyr
aos,michalsnik,38,https://github.com/michalsnik/aos
faiss,facebookresearch,134,https://github.com/facebookresearch/faiss
eShopOnContainers,dotnet-architecture,536,https://github.com/dotnet-architecture/eShopOnContainers
quasar,quasarframework,3482,https://github.com/quasarframework/quasar
ItChat,littlecodersh,29,https://github.com/littlecodersh/ItChat
seata,seata,1818,https://github.com/seata/seata
emscripten,emscripten-core,9611,https://github.com/emscripten-core/emscripten
OpenBBTerminal,OpenBB-finance,2952,https://github.com/OpenBB-finance/OpenBBTerminal
editor.js,codex-team,753,https://github.com/codex-team/editor.js
