Name,Total_releases,URL
TrafficMonitor,24,https://github.com/zhongyang219/TrafficMonitor
solid,33,https://github.com/solidjs/solid
html2canvas,45,https://github.com/niklasvh/html2canvas
Hover,10,https://github.com/IanLunn/Hover
leakcanary,33,https://github.com/square/leakcanary
fd,35,https://github.com/sharkdp/fd
run,0,https://github.com/The-Run-Philosophy-Organization/run
symfony,446,https://github.com/symfony/symfony
Files,96,https://github.com/files-community/Files
halo,133,https://github.com/halo-dev/halo
linux-insides,0,https://github.com/0xAX/linux-insides
Coursera-ML-AndrewNg-Notes,0,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes
500lines,0,https://github.com/aosabook/500lines
standard,5,https://github.com/standard/standard
photoprism,61,https://github.com/photoprism/photoprism
trpc,178,https://github.com/trpc/trpc
fastify,266,https://github.com/fastify/fastify
swc,266,https://github.com/swc-project/swc
sequelize,454,https://github.com/sequelize/sequelize
awesome-shell,0,https://github.com/alebcay/awesome-shell
yew,33,https://github.com/yewstack/yew
programmer-job-blacklist,0,https://github.com/shengxinjing/programmer-job-blacklist
apollo,38,https://github.com/apolloconfig/apollo
vault,104,https://github.com/hashicorp/vault
learnGitBranching,0,https://github.com/pcottle/learnGitBranching
todomvc,5,https://github.com/tastejs/todomvc
Python,0,https://github.com/geekcomputers/Python
vuex,51,https://github.com/vuejs/vuex
webtorrent,152,https://github.com/webtorrent/webtorrent
android_guides,0,https://github.com/codepath/android_guides
fiber,111,https://github.com/gofiber/fiber
DeepSpeed,54,https://github.com/microsoft/DeepSpeed
slick,48,https://github.com/kenwheeler/slick
backbone,0,https://github.com/jashkenas/backbone
swift-algorithm-club,0,https://github.com/kodecocodes/swift-algorithm-club
layui,96,https://github.com/layui/layui
sqlmap,8,https://github.com/sqlmapproject/sqlmap
async,7,https://github.com/caolan/async
slidev,252,https://github.com/slidevjs/slidev
openpose,15,https://github.com/CMU-Perceptual-Computing-Lab/openpose
composer,184,https://github.com/composer/composer
clashX,37,https://github.com/yichengchen/clashX
modern-unix,0,https://github.com/ibraheemdev/modern-unix
swr,108,https://github.com/vercel/swr
slate,147,https://github.com/ianstormtaylor/slate
interactive-coding-challenges,0,https://github.com/donnemartin/interactive-coding-challenges
awesome-macos-command-line,0,https://github.com/herrbischoff/awesome-macos-command-line
postcss,241,https://github.com/postcss/postcss
cockroach,0,https://github.com/cockroachdb/cockroach
JavaScript,0,https://github.com/TheAlgorithms/JavaScript
calculator,0,https://github.com/microsoft/calculator
algo,2,https://github.com/trailofbits/algo
particles.js,6,https://github.com/VincentGarreau/particles.js
selenium,85,https://github.com/SeleniumHQ/selenium
lapce,26,https://github.com/lapce/lapce
sway,115,https://github.com/FuelLabs/sway
nacos,58,https://github.com/alibaba/nacos
vaultwarden,51,https://github.com/dani-garcia/vaultwarden
Sortable,24,https://github.com/SortableJS/Sortable
ray,71,https://github.com/ray-project/ray
fairseq,16,https://github.com/facebookresearch/fairseq
zsh-autosuggestions,0,https://github.com/zsh-users/zsh-autosuggestions
uppy,63,https://github.com/transloadit/uppy
drone,29,https://github.com/harness/drone
pytorch-tutorial,0,https://github.com/yunjey/pytorch-tutorial
ChatGPT,277,https://github.com/acheong08/ChatGPT
HowToLiveLonger,0,https://github.com/geekan/HowToLiveLonger
druid,48,https://github.com/alibaba/druid
machine-learning-for-software-engineers,0,https://github.com/ZuzooVn/machine-learning-for-software-engineers
minikube,143,https://github.com/kubernetes/minikube
jsPDF,32,https://github.com/parallax/jsPDF
How-To-Ask-Questions-The-Smart-Way,0,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way
legacy-homebrew,0,https://github.com/Homebrew/legacy-homebrew
underscore,0,https://github.com/jashkenas/underscore
OpenAPI-Specification,10,https://github.com/OAI/OpenAPI-Specification
nps,59,https://github.com/ehang-io/nps
JCSprout,0,https://github.com/crossoverJie/JCSprout
spaCy,118,https://github.com/explosion/spaCy
ClashForAndroid,90,https://github.com/Kr328/ClashForAndroid
Daily-Interview-Question,0,https://github.com/Advanced-Frontend/Daily-Interview-Question
lighthouse,101,https://github.com/GoogleChrome/lighthouse
FastChat,7,https://github.com/lm-sys/FastChat
hutool,134,https://github.com/dromara/hutool
Charts,37,https://github.com/danielgindi/Charts
streamlit,63,https://github.com/streamlit/streamlit
weui,42,https://github.com/Tencent/weui
lede,6,https://github.com/coolsnowwolf/lede
awesome-python-cn,0,https://github.com/jobbole/awesome-python-cn
consul,146,https://github.com/hashicorp/consul
cheerio,57,https://github.com/cheeriojs/cheerio
AnotherRedisDesktopManager,45,https://github.com/qishibo/AnotherRedisDesktopManager
Faker,12,https://github.com/fzaninotto/Faker
mobx,92,https://github.com/mobxjs/mobx
python-guide,0,https://github.com/realpython/python-guide
AI-Expert-Roadmap,0,https://github.com/AMAI-GmbH/AI-Expert-Roadmap
hangzhou_house_knowledge,0,https://github.com/houshanren/hangzhou_house_knowledge
stanford_alpaca,0,https://github.com/tatsu-lab/stanford_alpaca
pytorch-image-models,49,https://github.com/huggingface/pytorch-image-models
canal,26,https://github.com/alibaba/canal
waifu2x,3,https://github.com/nagadomi/waifu2x
chatgpt-web,42,https://github.com/Chanzhaoyu/chatgpt-web
floating-ui,353,https://github.com/floating-ui/floating-ui
react-select,50,https://github.com/JedWatson/react-select
echo,100,https://github.com/labstack/echo
awesome-remote-job,0,https://github.com/lukasz-madon/awesome-remote-job
yapi,1,https://github.com/YMFE/yapi
poetry,127,https://github.com/python-poetry/poetry
portainer,106,https://github.com/portainer/portainer
ResumeSample,0,https://github.com/geekcompany/ResumeSample
spring-cloud-alibaba,35,https://github.com/alibaba/spring-cloud-alibaba
react-spring,48,https://github.com/pmndrs/react-spring
vhr,0,https://github.com/lenve/vhr
gitflow,0,https://github.com/nvie/gitflow
angular-cli,627,https://github.com/angular/angular-cli
django-rest-framework,17,https://github.com/encode/django-rest-framework
rethinkdb,71,https://github.com/rethinkdb/rethinkdb
linkedin-skill-assessments-quizzes,1,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes
mattermost,380,https://github.com/mattermost/mattermost
etcher,260,https://github.com/balena-io/etcher
awesome-docker,1,https://github.com/veggiemonk/awesome-docker
nushell,78,https://github.com/nushell/nushell
AgentGPT,11,https://github.com/reworkd/AgentGPT
sharp,61,https://github.com/lovell/sharp
codemirror5,170,https://github.com/codemirror/codemirror5
detectron2,10,https://github.com/facebookresearch/detectron2
nginxconfig.io,0,https://github.com/digitalocean/nginxconfig.io
SpringAll,0,https://github.com/wuyouzhuguli/SpringAll
bark,0,https://github.com/suno-ai/bark
influxdb,78,https://github.com/influxdata/influxdb
css-protips,0,https://github.com/AllThingsSmitty/css-protips
mongoose,104,https://github.com/Automattic/mongoose
30-Days-Of-Python,0,https://github.com/Asabeneh/30-Days-Of-Python
folly,150,https://github.com/facebook/folly
reverse-interview,0,https://github.com/viraptor/reverse-interview
rocksdb,176,https://github.com/facebook/rocksdb
serenity,0,https://github.com/SerenityOS/serenity
Detectron,0,https://github.com/facebookresearch/Detectron
ace,50,https://github.com/ajaxorg/ace
jq,11,https://github.com/jqlang/jq
immer,105,https://github.com/immerjs/immer
RSSHub,226,https://github.com/DIYgod/RSSHub
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,0,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers
the-super-tiny-compiler,0,https://github.com/jamiebuilds/the-super-tiny-compiler
gitbook,0,https://github.com/GitbookIO/gitbook
fetch,54,https://github.com/JakeChampion/fetch
kafka,0,https://github.com/apache/kafka
select2,29,https://github.com/select2/select2
fabric.js,131,https://github.com/fabricjs/fabric.js
request,0,https://github.com/request/request
bevy,17,https://github.com/bevyengine/bevy
butterknife,0,https://github.com/JakeWharton/butterknife
pocketbase,91,https://github.com/pocketbase/pocketbase
tqdm,124,https://github.com/tqdm/tqdm
awesome-compose,0,https://github.com/docker/awesome-compose
nprogress,7,https://github.com/rstacruz/nprogress
Modernizr,25,https://github.com/Modernizr/Modernizr
data-science-ipython-notebooks,0,https://github.com/donnemartin/data-science-ipython-notebooks
C-Plus-Plus,0,https://github.com/TheAlgorithms/C-Plus-Plus
os-tutorial,0,https://github.com/cfenollosa/os-tutorial
nodemon,90,https://github.com/remy/nodemon
handson-ml2,0,https://github.com/ageron/handson-ml2
remote-jobs,0,https://github.com/remoteintech/remote-jobs
fastjson,84,https://github.com/alibaba/fastjson
vagrant,76,https://github.com/hashicorp/vagrant
mmdetection,51,https://github.com/open-mmlab/mmdetection
kit,13,https://github.com/go-kit/kit
go-zero,93,https://github.com/zeromicro/go-zero
react-virtualized,5,https://github.com/bvaughn/react-virtualized
chinese-independent-developer,0,https://github.com/1c7/chinese-independent-developer
pnpm,873,https://github.com/pnpm/pnpm
ShareX,76,https://github.com/ShareX/ShareX
commander.js,74,https://github.com/tj/commander.js
the_silver_searcher,0,https://github.com/ggreer/the_silver_searcher
JavaScript30,0,https://github.com/wesbos/JavaScript30
weekly,185,https://github.com/ascoders/weekly
python-fire,9,https://github.com/google/python-fire
NewPipe,126,https://github.com/TeamNewPipe/NewPipe
xxl-job,32,https://github.com/xuxueli/xxl-job
hacker-laws,1,https://github.com/dwmkerr/hacker-laws
handson-ml,0,https://github.com/ageron/handson-ml
zig,15,https://github.com/ziglang/zig
cmder,33,https://github.com/cmderdev/cmder
proxyee-down,49,https://github.com/proxyee-down-org/proxyee-down
Clone-Wars,0,https://github.com/GorvGoyl/Clone-Wars
MetaGPT,2,https://github.com/geekan/MetaGPT
jsoncrack.com,19,https://github.com/AykutSarac/jsoncrack.com
fastText,4,https://github.com/facebookresearch/fastText
engineering-blogs,0,https://github.com/kilimchoi/engineering-blogs
dokku,249,https://github.com/dokku/dokku
YouCompleteMe,0,https://github.com/ycm-core/YouCompleteMe
toBeTopJavaer,0,https://github.com/hollischuang/toBeTopJavaer
helm,177,https://github.com/helm/helm
zod,77,https://github.com/colinhacks/zod
fonts,1,https://github.com/powerline/fonts
linux-command,26,https://github.com/jaywcjlove/linux-command
nylas-mail,53,https://github.com/nylas/nylas-mail
logseq,132,https://github.com/logseq/logseq
alpine,117,https://github.com/alpinejs/alpine
modern-js-cheatsheet,0,https://github.com/mbeaudru/modern-js-cheatsheet
applied-ml,0,https://github.com/eugeneyan/applied-ml
xstate,251,https://github.com/statelyai/xstate
awesome-deep-learning-papers,0,https://github.com/terryum/awesome-deep-learning-papers
ngx-admin,18,https://github.com/akveo/ngx-admin
SDWebImage,130,https://github.com/SDWebImage/SDWebImage
YesPlayMusic,27,https://github.com/qier222/YesPlayMusic
Ryujinx,0,https://github.com/Ryujinx/Ryujinx
docsify,14,https://github.com/docsifyjs/docsify
Complete-Python-3-Bootcamp,0,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp
awesome-electron,0,https://github.com/sindresorhus/awesome-electron
darknet,0,https://github.com/pjreddie/darknet
xgboost,52,https://github.com/dmlc/xgboost
lightning,140,https://github.com/Lightning-AI/lightning
remix,120,https://github.com/remix-run/remix
CheatSheetSeries,0,https://github.com/OWASP/CheatSheetSeries
rufus,77,https://github.com/pbatard/rufus
jax,81,https://github.com/google/jax
helix,23,https://github.com/helix-editor/helix
jellyfin,63,https://github.com/jellyfin/jellyfin
fastai,49,https://github.com/fastai/fastai
EventBus,7,https://github.com/greenrobot/EventBus
numpy,103,https://github.com/numpy/numpy
ink,49,https://github.com/vadimdemedes/ink
lottie-ios,58,https://github.com/airbnb/lottie-ios
SmartRefreshLayout,11,https://github.com/scwang90/SmartRefreshLayout
swagger-ui,290,https://github.com/swagger-api/swagger-ui
Depix,0,https://github.com/spipm/Depix
nanoGPT,0,https://github.com/karpathy/nanoGPT
daisyui,0,https://github.com/saadeghi/daisyui
k3s,585,https://github.com/k3s-io/k3s
mongo,0,https://github.com/mongodb/mongo
tools,117,https://github.com/rome/tools
Python-programming-exercises,0,https://github.com/zhiwehu/Python-programming-exercises
iris,17,https://github.com/kataras/iris
plyr,88,https://github.com/sampotts/plyr
aos,0,https://github.com/michalsnik/aos
tachiyomi,75,https://github.com/tachiyomiorg/tachiyomi
eShopOnContainers,11,https://github.com/dotnet-architecture/eShopOnContainers
faiss,15,https://github.com/facebookresearch/faiss
termux-app,89,https://github.com/termux/termux-app
quasar,804,https://github.com/quasarframework/quasar
ItChat,13,https://github.com/littlecodersh/ItChat
seata,36,https://github.com/seata/seata
emscripten,0,https://github.com/emscripten-core/emscripten
OpenBBTerminal,28,https://github.com/OpenBB-finance/OpenBBTerminal
editor.js,56,https://github.com/codex-team/editor.js
pipenv,90,https://github.com/pypa/pipenv
iview,85,https://github.com/iview/iview
novu,30,https://github.com/novuhq/novu
Signal-Android,0,https://github.com/signalapp/Signal-Android
angular-styleguide,0,https://github.com/johnpapa/angular-styleguide
dnSpy,1,https://github.com/dnSpy/dnSpy
react-native-elements,85,https://github.com/react-native-elements/react-native-elements
fe-interview,2,https://github.com/haizlin/fe-interview
netron,4,https://github.com/lutzroeder/netron
devtools,84,https://github.com/vuejs/devtools
viper,23,https://github.com/spf13/viper
discord.js,198,https://github.com/discordjs/discord.js
rollup,417,https://github.com/rollup/rollup
feather,52,https://github.com/feathericons/feather
GitHubDaily,0,https://github.com/GitHubDaily/GitHubDaily
professional-programming,0,https://github.com/charlax/professional-programming
Web,0,https://github.com/qianguyihao/Web
redash,98,https://github.com/getredash/redash
hosts,569,https://github.com/StevenBlack/hosts
nsq,30,https://github.com/nsqio/nsq
90DaysOfDevOps,2,https://github.com/MichaelCade/90DaysOfDevOps
BaseRecyclerViewAdapterHelper,202,https://github.com/CymChad/BaseRecyclerViewAdapterHelper
v2ray-core,69,https://github.com/v2fly/v2ray-core
taichi,113,https://github.com/taichi-dev/taichi
server,147,https://github.com/nextcloud/server
pkg,41,https://github.com/vercel/pkg
servo,0,https://github.com/servo/servo
go,0,https://github.com/datasciencemasters/go
hammer.js,0,https://github.com/hammerjs/hammer.js
react-three-fiber,65,https://github.com/pmndrs/react-three-fiber
components,401,https://github.com/angular/components
mdb-ui-kit,31,https://github.com/mdbootstrap/mdb-ui-kit
awesome-swift,0,https://github.com/matteocrippa/awesome-swift
Vundle.vim,0,https://github.com/VundleVim/Vundle.vim
Hystrix,79,https://github.com/Netflix/Hystrix
Awesome,0,https://github.com/Awesome-Windows/Awesome
RxSwift,72,https://github.com/ReactiveX/RxSwift
croc,140,https://github.com/schollz/croc
faas,3,https://github.com/openfaas/faas
iTerm2-Color-Schemes,0,https://github.com/mbadolato/iTerm2-Color-Schemes
glances,34,https://github.com/nicolargo/glances
flutter-go,4,https://github.com/alibaba/flutter-go
v2rayNG,155,https://github.com/2dust/v2rayNG
mpv,83,https://github.com/mpv-player/mpv
Mask_RCNN,3,https://github.com/matterport/Mask_RCNN
coder2gwy,0,https://github.com/coder2gwy/coder2gwy
devise,19,https://github.com/heartcombo/devise
docz,127,https://github.com/doczjs/docz
spleeter,2,https://github.com/deezer/spleeter
gitlabhq,0,https://github.com/gitlabhq/gitlabhq
eslint,300,https://github.com/eslint/eslint
apollo,11,https://github.com/ApolloAuto/apollo
coc.nvim,82,https://github.com/neoclide/coc.nvim
MonitorControl,23,https://github.com/MonitorControl/MonitorControl
ramda,27,https://github.com/ramda/ramda
mediapipe,47,https://github.com/google/mediapipe
spacemacs,158,https://github.com/syl20bnr/spacemacs
logrus,19,https://github.com/sirupsen/logrus
ngrok,0,https://github.com/inconshreveable/ngrok
PhotoSwipe,19,https://github.com/dimsemenov/PhotoSwipe
Wox,38,https://github.com/Wox-launcher/Wox
vapor,495,https://github.com/vapor/vapor
awesome-sysadmin,0,https://github.com/kahun/awesome-sysadmin
leetcode,19,https://github.com/doocs/leetcode
ControlNet,0,https://github.com/lllyasviel/ControlNet
expo,8,https://github.com/expo/expo
pure,27,https://github.com/pure-css/pure
Summer2024-Internships,0,https://github.com/SimplifyJobs/Summer2024-Internships
cascadia-code,17,https://github.com/microsoft/cascadia-code
idiomatic.js,0,https://github.com/rwaldron/idiomatic.js
aseprite,91,https://github.com/aseprite/aseprite
backstage,258,https://github.com/backstage/backstage
streisand,0,https://github.com/StreisandEffect/streisand
awesome-vscode,0,https://github.com/viatsko/awesome-vscode
directus,275,https://github.com/directus/directus
stb,0,https://github.com/nothings/stb
architecture-components-samples,0,https://github.com/android/architecture-components-samples
CodeHub,4,https://github.com/CodeHubApp/CodeHub
react-redux,121,https://github.com/reduxjs/react-redux
penpot,36,https://github.com/penpot/penpot
DeepSpeech,105,https://github.com/mozilla/DeepSpeech
NativeScript,144,https://github.com/NativeScript/NativeScript
algorithms,1,https://github.com/keon/algorithms
autocomplete,1373,https://github.com/withfig/autocomplete
awesome-piracy,0,https://github.com/Igglybuff/awesome-piracy
openzeppelin-contracts,79,https://github.com/OpenZeppelin/openzeppelin-contracts
core-js,228,https://github.com/zloirock/core-js
cal.com,169,https://github.com/calcom/cal.com
docker_practice,15,https://github.com/yeasy/docker_practice
python-telegram-bot,106,https://github.com/python-telegram-bot/python-telegram-bot
react-admin,305,https://github.com/marmelab/react-admin
freqtrade,75,https://github.com/freqtrade/freqtrade
text-generation-webui,9,https://github.com/oobabooga/text-generation-webui
localForage,26,https://github.com/localForage/localForage
go-patterns,0,https://github.com/tmrts/go-patterns
copilot-docs,0,https://github.com/github/copilot-docs
react-navigation,1344,https://github.com/react-navigation/react-navigation
mostly-adequate-guide,1,https://github.com/MostlyAdequate/mostly-adequate-guide
turbo,267,https://github.com/vercel/turbo
guzzle,61,https://github.com/guzzle/guzzle
envoy,136,https://github.com/envoyproxy/envoy
whisper.cpp,7,https://github.com/ggerganov/whisper.cpp
sails,42,https://github.com/balderdashy/sails
exa,12,https://github.com/ogham/exa
Real-ESRGAN,10,https://github.com/xinntao/Real-ESRGAN
milvus,352,https://github.com/milvus-io/milvus
micro,33,https://github.com/zyedidia/micro
setup-ipsec-vpn,0,https://github.com/hwdsl2/setup-ipsec-vpn
openssl,12,https://github.com/openssl/openssl
Telegram,81,https://github.com/DrKLO/Telegram
awesome-actions,0,https://github.com/sdras/awesome-actions
hub,60,https://github.com/mislav/hub
octotree,0,https://github.com/ovity/octotree
srs,52,https://github.com/ossrs/srs
tdesktop,638,https://github.com/telegramdesktop/tdesktop
RevokeMsgPatcher,16,https://github.com/huiyadanli/RevokeMsgPatcher
trilium,273,https://github.com/zadam/trilium
draft-js,26,https://github.com/facebookarchive/draft-js
redux-saga,70,https://github.com/redux-saga/redux-saga
30-Days-Of-React,0,https://github.com/Asabeneh/30-Days-Of-React
ember.js,503,https://github.com/emberjs/ember.js
blog,0,https://github.com/fouber/blog
firecracker,66,https://github.com/firecracker-microvm/firecracker
Data-Science-For-Beginners,0,https://github.com/microsoft/Data-Science-For-Beginners
CyberChef,427,https://github.com/gchq/CyberChef
gson,6,https://github.com/google/gson
table,202,https://github.com/TanStack/table
ML-From-Scratch,0,https://github.com/eriklindernoren/ML-From-Scratch
flv.js,15,https://github.com/bilibili/flv.js
skywalking,57,https://github.com/apache/skywalking
homebridge,34,https://github.com/homebridge/homebridge
MiniGPT-4,0,https://github.com/Vision-CAIR/MiniGPT-4
sweetalert,13,https://github.com/t4t5/sweetalert
react-redux-links,0,https://github.com/markerikson/react-redux-links
ipfs,0,https://github.com/ipfs/ipfs
wepy,8,https://github.com/Tencent/wepy
RedisDesktopManager,87,https://github.com/RedisInsight/RedisDesktopManager
quivr,65,https://github.com/StanGirard/quivr
fish-shell,39,https://github.com/fish-shell/fish-shell
wttr.in,0,https://github.com/chubin/wttr.in
mocha,76,https://github.com/mochajs/mocha
intro.js,36,https://github.com/usablica/intro.js
tuning_playbook,0,https://github.com/google-research/tuning_playbook
algo,0,https://github.com/wangzheng0822/algo
surrealdb,12,https://github.com/surrealdb/surrealdb
github1s,40,https://github.com/conwnet/github1s
Rectangle,74,https://github.com/rxhanson/Rectangle
SwiftyJSON,21,https://github.com/SwiftyJSON/SwiftyJSON
celery,42,https://github.com/celery/celery
k9s,195,https://github.com/derailed/k9s
javascript-testing-best-practices,0,https://github.com/goldbergyoni/javascript-testing-best-practices
react-starter-kit,5,https://github.com/kriasoft/react-starter-kit
libuv,7,https://github.com/libuv/libuv
locust,94,https://github.com/locustio/locust
howler.js,24,https://github.com/goldfire/howler.js
flow,310,https://github.com/facebook/flow
headlessui,88,https://github.com/tailwindlabs/headlessui
pumpkin-book,7,https://github.com/datawhalechina/pumpkin-book
elixir,138,https://github.com/elixir-lang/elixir
awesome-falsehood,0,https://github.com/kdeldycke/awesome-falsehood
AFFiNE,167,https://github.com/toeverything/AFFiNE
highlight.js,36,https://github.com/highlightjs/highlight.js
polymer,115,https://github.com/Polymer/polymer
chosen,34,https://github.com/harvesthq/chosen
lux,80,https://github.com/iawia002/lux
jumpserver,190,https://github.com/jumpserver/jumpserver
tokio,105,https://github.com/tokio-rs/tokio
notable,20,https://github.com/notable/notable
windows95,14,https://github.com/felixrieseberg/windows95
react-bootstrap,55,https://github.com/react-bootstrap/react-bootstrap
flink,0,https://github.com/apache/flink
NLP-progress,3,https://github.com/sebastianruder/NLP-progress
vant,240,https://github.com/youzan/vant
libgdx,10,https://github.com/libgdx/libgdx
vuepress,22,https://github.com/vuejs/vuepress
dapr,192,https://github.com/dapr/dapr
electron-react-boilerplate,58,https://github.com/electron-react-boilerplate/electron-react-boilerplate
vegeta,66,https://github.com/tsenart/vegeta
awesome-datascience,5,https://github.com/academic/awesome-datascience
iosched,2,https://github.com/google/iosched
qBittorrent,0,https://github.com/qbittorrent/qBittorrent
passport,0,https://github.com/jaredhanson/passport
wiki,115,https://github.com/requarks/wiki
WaveFunctionCollapse,1,https://github.com/mxgmn/WaveFunctionCollapse
api-guidelines,0,https://github.com/microsoft/api-guidelines
JARVIS,0,https://github.com/microsoft/JARVIS
pytudes,0,https://github.com/norvig/pytudes
scrollreveal,0,https://github.com/jlmakes/scrollreveal
homemade-machine-learning,0,https://github.com/trekhleb/homemade-machine-learning
redisson,132,https://github.com/redisson/redisson
awesome-cto,0,https://github.com/kuchin/awesome-cto
dracula-theme,24,https://github.com/dracula/dracula-theme
TDengine,104,https://github.com/taosdata/TDengine
validator.js,11,https://github.com/validatorjs/validator.js
vnpy,56,https://github.com/vnpy/vnpy
bitcoinbook,3,https://github.com/bitcoinbook/bitcoinbook
spacedrive,0,https://github.com/spacedriveapp/spacedrive
refined-github,118,https://github.com/refined-github/refined-github
v8,0,https://github.com/v8/v8
dragula,0,https://github.com/bevacqua/dragula
docker-cheat-sheet,0,https://github.com/wsargent/docker-cheat-sheet
gfwlist,0,https://github.com/gfwlist/gfwlist
flameshot,25,https://github.com/flameshot-org/flameshot
Kingfisher,178,https://github.com/onevcat/Kingfisher
nanoid,1,https://github.com/ai/nanoid
modern-cpp-tutorial,3,https://github.com/changkun/modern-cpp-tutorial
react-motion,4,https://github.com/chenglou/react-motion
masscan,11,https://github.com/robertdavidgraham/masscan
Hero,38,https://github.com/HeroTransitions/Hero
gradio,139,https://github.com/gradio-app/gradio
rancher,980,https://github.com/rancher/rancher
awesome-deep-learning,0,https://github.com/ChristosChristofidis/awesome-deep-learning
llvm-project,89,https://github.com/llvm/llvm-project
lens,294,https://github.com/lensapp/lens
